year,state_name,commodity_desc,statisticcat_desc,unit_desc,value
2020,IOWA,CORN,PRICE RECEIVED,$ / BU,3.61
2020,IOWA,CORN,PRICE RECEIVED,$ / BU,3.82
2020,IOWA,CORN,PRICE RECEIVED,$ / BU,4.05
2024,IOWA,CORN,PRODUCTION,$,11558580000.0
2023,IOWA,CORN,PRODUCTION,$,11628956000.0
2022,IOWA,CORN,PRODUCTION,$,16351400000.0
2021,IOWA,CORN,PRODUCTION,$,15492780000.0
2020,IOWA,CORN,PRODUCTION,$,10594512000.0
2025,IOWA,CORN,PRODUCTION,BU,2808000000.0
2025,IOWA,CORN,PRODUCTION,BU,2874900000.0
2025,IOWA,CORN,PRODUCTION,BU,2808000000.0
2025,IOWA,CORN,PRODUCTION,BU,2847000000.0
2024,IOWA,CORN,PRODUCTION,BU,2626950000.0
2024,IOWA,CORN,PRODUCTION,BU,2581150000.0
2024,IOWA,CORN,PRODUCTION,BU,2630550000.0
2024,IOWA,CORN,PRODUCTION,BU,2642900000.0
2024,IOWA,CORN,PRODUCTION,BU,2618200000.0
2023,IOWA,CORN,PRODUCTION,BU,2522550000.0
2023,IOWA,CORN,PRODUCTION,BU,2618700000.0
2023,IOWA,CORN,PRODUCTION,BU,2520000000.0
2023,IOWA,CORN,PRODUCTION,BU,2507400000.0
2023,IOWA,CORN,PRODUCTION,BU,2520000000.0
2022,IOWA,CORN,PRODUCTION,BU,2470000000.0
2022,IOWA,CORN,PRODUCTION,BU,2511250000.0
2022,IOWA,CORN,PRODUCTION,BU,2514900000.0
2022,IOWA,CORN,PRODUCTION,BU,2490000000.0
2022,IOWA,CORN,PRODUCTION,BU,2490000000.0
2021,IOWA,CORN,PRODUCTION,BU,2539800000.0
2021,IOWA,CORN,PRODUCTION,BU,2441450000.0
2021,IOWA,CORN,PRODUCTION,BU,2502450000.0
2021,IOWA,CORN,PRODUCTION,BU,2502450000.0
2021,IOWA,CORN,PRODUCTION,BU,2465100000.0
2020,IOWA,CORN,PRODUCTION,BU,2283300000.0
2020,IOWA,CORN,PRODUCTION,BU,2737100000.0
2020,IOWA,CORN,PRODUCTION,BU,2336800000.0
2020,IOWA,CORN,PRODUCTION,BU,2362200000.0
2020,IOWA,CORN,PRODUCTION,BU,2483000000.0
2024,IOWA,CORN,PRODUCTION,TONS,8160000.0
2023,IOWA,CORN,PRODUCTION,TONS,7600000.0
2022,IOWA,CORN,PRODUCTION,TONS,8190000.0
2021,IOWA,CORN,PRODUCTION,TONS,7140000.0
2020,IOWA,CORN,PRODUCTION,TONS,5330000.0
2025,IOWA,CORN,YIELD,BU / ACRE,216.0
2025,IOWA,CORN,YIELD,BU / ACRE,222.0
2025,IOWA,CORN,YIELD,BU / ACRE,216.0
2025,IOWA,CORN,YIELD,BU / ACRE,219.0
2024,IOWA,CORN,YIELD,BU / ACRE,211.0
2024,IOWA,CORN,YIELD,BU / ACRE,209.0
2024,IOWA,CORN,YIELD,BU / ACRE,213.0
2024,IOWA,CORN,YIELD,BU / ACRE,214.0
2024,IOWA,CORN,YIELD,BU / ACRE,212.0
2023,IOWA,CORN,YIELD,BU / ACRE,201.0
2023,IOWA,CORN,YIELD,BU / ACRE,203.0
2023,IOWA,CORN,YIELD,BU / ACRE,200.0
2023,IOWA,CORN,YIELD,BU / ACRE,199.0
2023,IOWA,CORN,YIELD,BU / ACRE,200.0
2022,IOWA,CORN,YIELD,BU / ACRE,200.0
2022,IOWA,CORN,YIELD,BU / ACRE,205.0
2022,IOWA,CORN,YIELD,BU / ACRE,202.0
2022,IOWA,CORN,YIELD,BU / ACRE,200.0
2022,IOWA,CORN,YIELD,BU / ACRE,200.0
2021,IOWA,CORN,YIELD,BU / ACRE,204.0
2021,IOWA,CORN,YIELD,BU / ACRE,193.0
2021,IOWA,CORN,YIELD,BU / ACRE,201.0
2021,IOWA,CORN,YIELD,BU / ACRE,201.0
2021,IOWA,CORN,YIELD,BU / ACRE,198.0
2020,IOWA,CORN,YIELD,BU / ACRE,177.0
2020,IOWA,CORN,YIELD,BU / ACRE,202.0
2020,IOWA,CORN,YIELD,BU / ACRE,184.0
2020,IOWA,CORN,YIELD,BU / ACRE,186.0
2020,IOWA,CORN,YIELD,BU / ACRE,191.0
2024,IOWA,CORN,YIELD,TONS / ACRE,24.0
2023,IOWA,CORN,YIELD,TONS / ACRE,20.0
2022,IOWA,CORN,YIELD,TONS / ACRE,21.0
2021,IOWA,CORN,YIELD,TONS / ACRE,21.0
2020,IOWA,CORN,YIELD,TONS / ACRE,20.5
2025,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.14
2025,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.57
2025,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.6
2025,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.61
2025,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.62
2025,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.52
2025,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.28
2025,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,3.97
2024,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.3
2024,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.69
2024,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.23
2024,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.21
2024,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.26
2024,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.38
2024,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.4
2024,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.13
2024,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,3.7
2024,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,3.84
2024,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,3.9
2024,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.06
2024,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.16
2023,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.46
2023,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,6.47
2023,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,6.65
2023,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,6.54
2023,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,6.54
2023,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,6.46
2023,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,6.38
2023,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,6.12
2023,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,5.61
2023,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,5.04
2023,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.8
2023,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.67
2023,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.84
2022,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,6.4
2022,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,5.48
2022,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,6.23
2022,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,6.65
2022,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,7.16
2022,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,7.47
2022,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,7.47
2022,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,7.32
2022,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,7.15
2022,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,6.7
2022,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,6.39
2022,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,6.29
2022,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,6.39
2021,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,5.96
2021,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.1
2021,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.69
2021,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.96
2021,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,5.41
2021,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,6.05
2021,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,6.06
2021,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,6.25
2021,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,6.34
2021,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,5.16
2021,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.98
2021,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,5.27
2021,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,5.41
2020,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,4.46
2020,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,3.76
2020,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,3.71
2020,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,3.65
2020,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,3.21
2020,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,3.23
2020,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,3.17
2020,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,3.26
2020,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,3.12
2020,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,3.4
2020,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,3.63
2020,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,3.75
2020,ILLINOIS,CORN,PRICE RECEIVED,$ / BU,3.86
2024,ILLINOIS,CORN,PRODUCTION,$,9937515000.0
2023,ILLINOIS,CORN,PRODUCTION,$,10152298000.0
2022,ILLINOIS,CORN,PRODUCTION,$,14517760000.0
2021,ILLINOIS,CORN,PRODUCTION,$,13062532000.0
2020,ILLINOIS,CORN,PRODUCTION,$,9455646000.0
2025,ILLINOIS,CORN,PRODUCTION,BU,2431000000.0
2025,ILLINOIS,CORN,PRODUCTION,BU,2386800000.0
2025,ILLINOIS,CORN,PRODUCTION,BU,2431000000.0
2025,ILLINOIS,CORN,PRODUCTION,BU,2409000000.0
2024,ILLINOIS,CORN,PRODUCTION,BU,2311050000.0
2024,ILLINOIS,CORN,PRODUCTION,BU,2396250000.0
2024,ILLINOIS,CORN,PRODUCTION,BU,2321700000.0
2024,ILLINOIS,CORN,PRODUCTION,BU,2364300000.0
2024,ILLINOIS,CORN,PRODUCTION,BU,2364300000.0
2023,ILLINOIS,CORN,PRODUCTION,BU,2276300000.0
2023,ILLINOIS,CORN,PRODUCTION,BU,2271300000.0
2023,ILLINOIS,CORN,PRODUCTION,BU,2233000000.0
2023,ILLINOIS,CORN,PRODUCTION,BU,2200000000.0
2023,ILLINOIS,CORN,PRODUCTION,BU,2178000000.0
2022,ILLINOIS,CORN,PRODUCTION,BU,2268400000.0
2022,ILLINOIS,CORN,PRODUCTION,BU,2121350000.0
2022,ILLINOIS,CORN,PRODUCTION,BU,2268250000.0
2022,ILLINOIS,CORN,PRODUCTION,BU,2215500000.0
2022,ILLINOIS,CORN,PRODUCTION,BU,2152200000.0
2021,ILLINOIS,CORN,PRODUCTION,BU,2191700000.0
2021,ILLINOIS,CORN,PRODUCTION,BU,2354000000.0
2021,ILLINOIS,CORN,PRODUCTION,BU,2235600000.0
2021,ILLINOIS,CORN,PRODUCTION,BU,2268000000.0
2021,ILLINOIS,CORN,PRODUCTION,BU,2311200000.0
2020,ILLINOIS,CORN,PRODUCTION,BU,2120100000.0
2020,ILLINOIS,CORN,PRODUCTION,BU,2214900000.0
2020,ILLINOIS,CORN,PRODUCTION,BU,2184000000.0
2020,ILLINOIS,CORN,PRODUCTION,BU,2240000000.0
2020,ILLINOIS,CORN,PRODUCTION,BU,2172100000.0
2024,ILLINOIS,CORN,PRODUCTION,TONS,2160000.0
2023,ILLINOIS,CORN,PRODUCTION,TONS,1800000.0
2022,ILLINOIS,CORN,PRODUCTION,TONS,2760000.0
2021,ILLINOIS,CORN,PRODUCTION,TONS,1600000.0
2020,ILLINOIS,CORN,PRODUCTION,TONS,2200000.0
2025,ILLINOIS,CORN,YIELD,BU / ACRE,221.0
2025,ILLINOIS,CORN,YIELD,BU / ACRE,221.0
2025,ILLINOIS,CORN,YIELD,BU / ACRE,221.0
2025,ILLINOIS,CORN,YIELD,BU / ACRE,219.0
2024,ILLINOIS,CORN,YIELD,BU / ACRE,217.0
2024,ILLINOIS,CORN,YIELD,BU / ACRE,225.0
2024,ILLINOIS,CORN,YIELD,BU / ACRE,218.0
2024,ILLINOIS,CORN,YIELD,BU / ACRE,222.0
2024,ILLINOIS,CORN,YIELD,BU / ACRE,222.0
2023,ILLINOIS,CORN,YIELD,BU / ACRE,206.0
2023,ILLINOIS,CORN,YIELD,BU / ACRE,201.0
2023,ILLINOIS,CORN,YIELD,BU / ACRE,203.0
2023,ILLINOIS,CORN,YIELD,BU / ACRE,200.0
2023,ILLINOIS,CORN,YIELD,BU / ACRE,198.0
2022,ILLINOIS,CORN,YIELD,BU / ACRE,214.0
2022,ILLINOIS,CORN,YIELD,BU / ACRE,203.0
2022,ILLINOIS,CORN,YIELD,BU / ACRE,215.0
2022,ILLINOIS,CORN,YIELD,BU / ACRE,210.0
2022,ILLINOIS,CORN,YIELD,BU / ACRE,204.0
2021,ILLINOIS,CORN,YIELD,BU / ACRE,202.0
2021,ILLINOIS,CORN,YIELD,BU / ACRE,214.0
2021,ILLINOIS,CORN,YIELD,BU / ACRE,207.0
2021,ILLINOIS,CORN,YIELD,BU / ACRE,210.0
2021,ILLINOIS,CORN,YIELD,BU / ACRE,214.0
2020,ILLINOIS,CORN,YIELD,BU / ACRE,191.0
2020,ILLINOIS,CORN,YIELD,BU / ACRE,207.0
2020,ILLINOIS,CORN,YIELD,BU / ACRE,195.0
2020,ILLINOIS,CORN,YIELD,BU / ACRE,200.0
2020,ILLINOIS,CORN,YIELD,BU / ACRE,203.0
2024,ILLINOIS,CORN,YIELD,TONS / ACRE,24.0
2023,ILLINOIS,CORN,YIELD,TONS / ACRE,20.0
2022,ILLINOIS,CORN,YIELD,TONS / ACRE,23.0
2021,ILLINOIS,CORN,YIELD,TONS / ACRE,20.0
2020,ILLINOIS,CORN,YIELD,TONS / ACRE,20.0
2025,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.2
2025,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.47
2025,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.45
2025,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.48
2025,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.44
2025,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.39
2025,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.15
2025,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,3.76
2024,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.35
2024,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.85
2024,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.31
2024,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.26
2024,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.22
2024,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.36
2024,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.3
2024,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.13
2024,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,3.7
2024,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,3.89
2024,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,3.96
2024,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.0
2024,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.22
2023,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.42
2023,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,6.47
2023,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,6.62
2023,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,6.47
2023,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,6.49
2023,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,6.33
2023,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,6.38
2023,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,6.11
2023,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,5.59
2023,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,5.16
2023,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.92
2023,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.7
2023,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.9
2022,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,6.27
2022,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,5.23
2022,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,5.86
2022,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,6.33
2022,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,6.81
2022,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,6.8
2022,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,6.99
2022,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,6.95
2022,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,7.09
2022,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,7.13
2022,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,6.2
2022,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,6.28
2022,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,6.34
2021,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,5.91
2021,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,3.92
2021,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.57
2021,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.73
2021,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.9
2021,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,5.34
2021,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,5.45
2021,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,5.69
2021,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,6.13
2021,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,5.65
2021,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,5.0
2021,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,5.19
2021,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,5.22
2020,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,4.52
2020,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,3.59
2020,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,3.58
2020,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,3.49
2020,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,3.14
2020,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,3.09
2020,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,3.07
2020,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,3.04
2020,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,2.85
2020,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,2.95
2020,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,3.36
2020,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,3.58
2020,MINNESOTA,CORN,PRICE RECEIVED,$ / BU,3.73
2024,MINNESOTA,CORN,PRODUCTION,$,5850837000.0
2023,MINNESOTA,CORN,PRODUCTION,$,6688786000.0
2022,MINNESOTA,CORN,PRODUCTION,$,9157649000.0
2021,MINNESOTA,CORN,PRODUCTION,$,8148885000.0
2020,MINNESOTA,CORN,PRODUCTION,$,6483533000.0
2025,MINNESOTA,CORN,PRODUCTION,BU,1617340000.0
2025,MINNESOTA,CORN,PRODUCTION,BU,1654380000.0
2025,MINNESOTA,CORN,PRODUCTION,BU,1617340000.0
2025,MINNESOTA,CORN,PRODUCTION,BU,1667620000.0
2024,MINNESOTA,CORN,PRODUCTION,BU,1345020000.0
2024,MINNESOTA,CORN,PRODUCTION,BU,1415250000.0
2024,MINNESOTA,CORN,PRODUCTION,BU,1399950000.0
2024,MINNESOTA,CORN,PRODUCTION,BU,1399950000.0
2024,MINNESOTA,CORN,PRODUCTION,BU,1399950000.0
2023,MINNESOTA,CORN,PRODUCTION,BU,1513300000.0
2023,MINNESOTA,CORN,PRODUCTION,BU,1464000000.0
2023,MINNESOTA,CORN,PRODUCTION,BU,1484200000.0
2023,MINNESOTA,CORN,PRODUCTION,BU,1467800000.0
2023,MINNESOTA,CORN,PRODUCTION,BU,1476000000.0
2022,MINNESOTA,CORN,PRODUCTION,BU,1460550000.0
2022,MINNESOTA,CORN,PRODUCTION,BU,1486100000.0
2022,MINNESOTA,CORN,PRODUCTION,BU,1442050000.0
2022,MINNESOTA,CORN,PRODUCTION,BU,1434500000.0
2022,MINNESOTA,CORN,PRODUCTION,BU,1434500000.0
2021,MINNESOTA,CORN,PRODUCTION,BU,1378830000.0
2021,MINNESOTA,CORN,PRODUCTION,BU,1328000000.0
2021,MINNESOTA,CORN,PRODUCTION,BU,1450800000.0
2021,MINNESOTA,CORN,PRODUCTION,BU,1388400000.0
2021,MINNESOTA,CORN,PRODUCTION,BU,1357200000.0
2020,MINNESOTA,CORN,PRODUCTION,BU,1434410000.0
2020,MINNESOTA,CORN,PRODUCTION,BU,1507050000.0
2020,MINNESOTA,CORN,PRODUCTION,BU,1525100000.0
2020,MINNESOTA,CORN,PRODUCTION,BU,1525100000.0
2020,MINNESOTA,CORN,PRODUCTION,BU,1530000000.0
2024,MINNESOTA,CORN,PRODUCTION,TONS,7980000.0
2023,MINNESOTA,CORN,PRODUCTION,TONS,6475000.0
2022,MINNESOTA,CORN,PRODUCTION,TONS,9675000.0
2021,MINNESOTA,CORN,PRODUCTION,TONS,8550000.0
2020,MINNESOTA,CORN,PRODUCTION,TONS,9660000.0
2025,MINNESOTA,CORN,YIELD,BU / ACRE,193.0
2025,MINNESOTA,CORN,YIELD,BU / ACRE,202.0
2025,MINNESOTA,CORN,YIELD,BU / ACRE,193.0
2025,MINNESOTA,CORN,YIELD,BU / ACRE,199.0
2024,MINNESOTA,CORN,YIELD,BU / ACRE,174.0
2024,MINNESOTA,CORN,YIELD,BU / ACRE,185.0
2024,MINNESOTA,CORN,YIELD,BU / ACRE,183.0
2024,MINNESOTA,CORN,YIELD,BU / ACRE,183.0
2024,MINNESOTA,CORN,YIELD,BU / ACRE,183.0
2023,MINNESOTA,CORN,YIELD,BU / ACRE,185.0
2023,MINNESOTA,CORN,YIELD,BU / ACRE,183.0
2023,MINNESOTA,CORN,YIELD,BU / ACRE,181.0
2023,MINNESOTA,CORN,YIELD,BU / ACRE,179.0
2023,MINNESOTA,CORN,YIELD,BU / ACRE,180.0
